,cluster_name,text
4128,2,您好，请问新生儿血管瘤什么样
3178,2,10岁，现在是青紫色
712,2,手腕血管起个包
4779,2,小孩  在腿上
6733,2,孩子 下巴下边 接近脖子
7012,2,一个胞
6748,0,以前彩超是术前的行吗
7880,3,1132490905微信
331,6,我家宝宝脖子长得血管瘤怎么办啊
4302,2,我儿子现在脸上又有一个小点
5644,5,是血管瘤么
3484,2,在后腰上边
7963,11,您好脸上皮肤kuilan是怎么回事
12652,8,在什么位置
5066,1,没有大夫就说是血管瘤
12981,2,红色，半个五毛钱硬币那么大
7882,5,这种红色小斑点是什么
484,8,你们医院在什么位置
10828,2,胆道梗阻
2877,2,凸起，尖部红色
1765,6,肝上长了个海绵状血管瘤，有什么方法治疗的么？
14040,2,红色，刚出生的时候不大……现在大了，高正常皮肤
6238,6,如果是，5厘米左右大小，不手术怎么治疗呢？
5982,1,十二三天了
293,2,眼睛和额头
13839,4,一般费用多高
1611,3,！好吧我把你的微信加上
3361,12,我就是害怕对孩子以后有影响
4845,0,张雨晨
14089,1,2个月，腰往上一点
1967,2,没有包，就是红
13697,2,比出生的时候大一点，最近一个月没变化，就是颜色比之前红了
4561,2,胳膊上起个包
45,2,在舌头尖上
8181,1,生出来没有 三天后有的 颜色越来越深
13896,2,青色和紫色
8385,2,就是在皮肤里有个红
2938,2,眼周长了好多像瘊子一样的小肉点
963,5,会用麻药么
14289,2,没有，一按压就恢复皮肤颜色，目前是粉色，一着急就是红色
3341,2,大的微微隆起，小的没有。平的。
4983,2,我宝现在2个月，头皮上有红色的东西，我不知道是不是血管瘤
708,2,脸一边大，一边小
9044,2,肚子上一处嘴上唇部位一处
14251,5,血管瘤能自行变小吗
9143,2,腿上有个比小米粒大点的，
14,5,血管瘤为什么形成啊？
9475,2,豆粒那么大
13763,6,想问一下血管瘤怎么治疗，对身体危险大吗
4455,4,大盖需要多少钱？我家的条件不好！
5362,2,就是在屁股一边
6910,0,朱慧灵
3080,5,有血管瘤这条应该细吗
8194,2,在手腕的位置
6306,1,出生20多天的时候
4193,2,"红色的,"
85,2,小米粒
6713,1,之前在医大做过激光做过一次
14144,2,比火柴头大一点
6104,2,没有那，以为是胎记
11251,2,成人 头部
28,3,怎么加你的微信号啊
11542,4,就想问一下，切个这么点的东西大约多少钱。。
3132,3,1564082****我电话就是微信
5624,6,我想问问治疗方法，需不需要住院
9075,1,孩子10岁，大约1个月了。
5697,0,我微信和咱们了解过
5453,2,青色突起
1098,1,1年左右吧
7294,3,微信多少，我也没有之前的片子
184,2,新生儿面部
2828,2,在脚上
673,0,4个多月宝宝
2484,2,就是血管红
647,5,新生儿上眼皮 表皮有像红血丝的东西请问是什么东西
4524,6,你们对草莓血管瘤建议怎么治疗
9188,2,高出皮肤根皮肤一个颜色
4696,2,18了，在腰的侧面
1670,1,吃心得安那个药
2650,4,咱们这怎么收费啊？
4209,5,我母亲，64岁，如果是血管瘤会是恶性的吗
11191,2,额头小孩前额
10069,0,我在大东
3371,5,脑呆里面长海绵状血管瘤会引起发生吗？
9303,0,柏昊研
4346,2,男宝，红色，长8，9毫米，宽4毫米
10660,2,微微高点儿
9282,5,我就想了解下小血管瘤的性质，因为一点也不懂
3295,2,就是胳膊上有个疙瘩，以前时有时无，最近一直有
8825,2,长在喉咙处
9536,2,出生时高出好多，现在慢慢的快和皮肤齐平
10180,2,有点红血丝
12008,2,成人血管瘤，长在肝上
14139,2,眼晴下面
786,5,婴儿血管瘤是什么时候起啊
3808,2,胳膊上，有个点
2380,3,好微信聊
136,0,刚出生的小孩
2485,2,女宝 长在额头上边一点
4984,1,查过，怀疑血管瘤但没确诊
4788,2,小孩10个月，头侧布
6710,0,一会回去我加你谢谢了
11739,2,脚趾内
1769,0,赵千惠
8437,1,两个多月，女孩
12071,2,婴儿。脸上
1092,2,胃下至肝附近
1354,1,我是锦州   北镇的  今天去的北镇  门诊大夫说是血管瘤
9383,2,女的红色的
2050,2,一开始是鲜红色 现在有一点变深了 大概一块钱硬币大
4401,6,70岁老人，口腔上额血管瘤怎么治疗啊
5172,4,那我这种轻的，一个周期大约多少钱
5217,0,什么药也没说
12313,0,贵医院的微信我有一个
8266,2,舌下腺
5804,13,孩子现在不在我这明天回来明天可以吗
14085,0,佟沐轩
1350,1,嗯我小时候7岁就治好了
7048,2,腰部草莓状
3,2,食指指甲盖那么大
12779,0,孩子在多大治疗是就加
1115,2,近期才发现多了，之前发现一个，两个
10892,1,抹一周左右吧
746,2,女孩，生时就有，现在明显了
9758,8,你处在沈阳那个位置？
7955,2,蓝色，豆粒大，皮里肉外
4085,2,20天，深红色
5080,11,那是什么原因长得
11484,2,在头上，有一块，像胎记的红色，凹凸不平的。
13910,0,你好！患者二十七
7647,0,小孩刚抛宫产
4064,3,那我＋你
2684,2,是红色的突起的
7611,2,后背，脖子下方
8720,1,已经做了20多年了
14213,2,脚脖内侧
1672,5,您觉着严重吗？
6270,2,就是红点，一按就浅了，松开就深了
6705,12,我想问一下血管瘤初期不治可以吗？
9913,1,出生就有了
10517,6,你们医院是用什么技术治疗呢
6482,2,嗯血管畸形
9998,2,宝宝血管瘤，再腋窝旁边
11512,2,手虎口的位置
434,0,那个好像不对
12504,2,40不到2个月的女婴长在眼角部位
9309,2,手指一个小红点
5640,0,10天 男宝
12778,2,1个月，红色的小点
7036,2,长在屁股上了
5745,2,肚子左边
17,2,梗椎血管留扎治
4404,3,微信我给你发图片
10283,2,身上肚子上皮里肉外多处一小块一小块，感觉包块处有些不舒服
12153,2,肚子右侧
6760,0,1岁多男孩
4275,1,有时候有一个小嘎达，有时候就消了，但是，那个位置有点青色
12547,3,加我微信了吗
3011,6,不用手术怎么做
3247,2,不大大概小指甲那么大
13058,2,肝脏内
9073,2,手掌脚掌出现皮下红点
8839,0,也是在网上给医生留言的
322,2,六个月  红
8724,1,2个多月女孩
12451,2,就大米粒大小
11637,5,没检查过 血管瘤还分什么类型的吗
13017,1,一年左右
6978,0,这面大夫说是这个病，让我联系这医院的
5829,2,红色斑点褪去人中有点高
2900,2,眼窝到鼻梁之间有跟血管跳
10498,0,九台的
11560,2,在肩部
9008,2,最初是皮下，慢慢突出了
6809,0,张薪榕
7118,0,2个月9天
7156,1,八个月，发现快七个月了
4184,2,孩子在胸前
4394,2,手指头上
10239,0,之前一个月的时候没发现
6283,0,就手术啊
9279,2,不是 平的
6409,0,你们是哪个医院啊？
9412,2,周边有点发青色
8484,5,血管瘤大吗
4635,7,就是感觉手完术以后手发凉手臂发麻没有感觉
8635,2,腿上有一个
2731,2,这两年又发现头发附近长了两个
11155,2,下巴有个红点
9200,2,红色，高于皮肤了
641,0,2个月的宝宝
4911,11,什么引起的血管瘤啊
7000,2,17岁女孩大拇指位置
2979,1,22年了
4966,2,前胸和后背
7058,2,手臂上，有食指指盖大小
681,2,椎体上的血管瘤
9940,6,那也没啥办法呀
3927,1,出生5天左右看见的
9220,0,陈美嘉
1322,2,不平滑
1957,5,是女孩，已经确诊是血管瘤，我想问一下三个月以后就没长，会自己吸收回去吗
11903,2,身上红色的好多
4442,12,会有后遗症吗
645,2,在手上，马上两个月了，弄不清楚是胎记还是血管瘤
5557,1,疼6、7天了，去医院检查大夫说应该是血瘤，不敢确诊
149,2,高于正常皮肤，一大块光滑的，红色的
12984,5,你好血管瘤会有浓吗
10286,2,红色有点秃起
1698,5,怎么不一样的病症治疗方法不一样嘛
12788,0,11天  没什么颜色变化
8986,2,无色浅静脉血管寄行
5372,1,我去医院检查大夫说我宝宝是血管瘤给我一个你们医院的单子
4949,6,我有食管瘤用什么样最佳治疗方法，没有危险，更快。
5792,2,婴儿，额头
9260,1,三个半月在屁股上
511,2,肝部附近
2697,2,肚脐上面三厘米
489,12,有啥危险吗
12156,2,是女孩，现在是 皮肤色
6798,2,小儿鼻子附近长血管瘤
11492,9,这个去医院怎么检查？做彩超吗？还是
4839,0,好，地址我知道了导航去可以
13530,2,距离最边3cm
49,4,那得要多少钱
10801,1,腿部，做过手术，又复发了
10502,2,小时有一个大了又长几个
1173,0,孩子一直睡呢
3823,0,栽得花下面
2272,2,之前没注意
7127,0,那好吧!谢谢您的解答，地址记下了
9468,2,昨天看打针那地方有红色
5034,2,左胸上边
6528,1,孩子从小就有血管瘤
12718,1,今天第九天，出生就有
2972,2,两毫米吧！周围没有
7275,0,黄梓晴
6596,3,咱俩加微信吧
9540,2,宝宝，长在肚子上
11168,6,是毛细血管血管瘤 怎样治疗呢
1834,0,小孩子快3个月了
919,1,小腿不到两个月
3177,2,现在都成旮瘩状了
9895,4,大概得多少钱呢
10056,2,腿部，膝盖下侧
8886,2,女宝，有点深红色
6069,11,麻烦问一下，创伤假性血管瘤是怎么导致的
4388,2,劲椎血管瘤
8867,0,姚宣依
973,2,一元硬币大小  粉红色
4496,0,上学了
3207,2,有一点红色
6068,2,哭的时候红
5381,3,我加你吧，你微信号告诉我
1776,2,45天出生就有
4986,1,三十多年了，以前冻过
3755,3,我加你现在
6583,0,凌源市
340,2,几个月前有过这种情况 但是过几天就好了 一点痕迹没有
1885,5,是血管瘤吗有两个小疙瘩
8752,0,明天去沈阳
9957,2,小孩长在腰部
10272,2,膝盖后面  三十多岁  男
3748,2,皮肤里，看不出颜色
2447,0,吴久炜
1762,2,屁股腿
1588,1,一个月  女孩 出生时就有
9272,6,拇指内测血管瘤，术后就复发了，医生建议再次手术扩大切除，再手术创伤更大，我怕再复发，有其它治疗方案吗？
1616,2,一周前发班出血，以前有疤痕。已出三四次
5051,1,血管瘤较小，没检测出，结果就是血管瘤，但是由于时间，没有去治疗
10114,2,她这个像是毛细血管血管瘤
11619,1,刚出生的小孩，开始以为是擦破皮了。现在1个多月怎么感觉有点鼓起来而且有点软，里面有血液啊，我上网查，说是血管瘤。
8304,2,是男孩是左耳朵里边
5421,3,1313080****
9962,5,做完胸部平扫后，发现左肺部静脉血管有异瘤，严重吗
8719,2,红色的，点状
10394,2,做眼睛下面，小米粒那么大，凸起的
9084,2,孩子  在腿上
11005,0,我就是想看看是什么样的，麻烦您了，我去别的地方看看，我把你微信号给他发去
10904,2,在头发里长的
12589,2,我家宝宝小手指上有一块红色的压之褪色
12032,11,宝宝脖子后面有包怎么回事
13810,6,血管瘤如何治疗
4931,2,先天的
6672,11,这病是怎么得的
10733,15,成人脑里面手术有后遗症吗
3661,1,今天去的第七医院，说是太阳暴晒引起的过敏反应，但也没给出具体的有效治疗方法
2813,2,手指，指肚
5431,2,有玉米粒大小
5724,2,是血管奇形
7916,2,是女性，患处和嘴唇皮肤一平，有一个出血点，有时偶而会出血，用点手纸一摁就好了
2269,0,需要多少米
10005,2,眼窝有个点总跳
14277,2,在舌头尖
12244,2,红色 大人的小手指甲的一半大小吧
14009,0,不大突起的
7178,1,2个多月了
6181,2,高出皮肤。红色的
7693,2,低头有感觉鼓出
4915,0,在右扯得扎扎上面
9288,2,现在比以前大了
13404,2,就是红还厚
3041,4,去你们院得多少钱
964,1,有五年左右
5239,2,硬块不太大
7001,2,恼动脉
1609,2,红色胳膊上大部分都是
13715,2,我左小臂有一处血管硬化大约10公分这是什么症状
3162,1,红色，三个月
523,2,大概半个巴掌那么大
9404,0,最新医疗推广资源，每日带给贵院有效对话：5-10条  联系我qq：2629014706
7155,1,男孩。发现有三个月了
5548,2,腰上，腿上
11841,2,长在脸上和脖子上
10027,2,硬币大
13307,1,有十天了
3261,2,肚脐眼上边 胸口位置
5974,1,有半年了，
3492,7,需要手术吗危险吗？
4820,2,孩子的屁股上面
12,2,男宝，有凸起点点，能摸到
8237,0,治疗费用也很贵呢
11975,2,T4.7椎体血管瘤
8239,2,红紫色点小点点    突出表皮
8573,5,"我想咨询""中年血管瘤"""
13915,4,治疗的费用大约是多少？
5112,2,儿童手指位置
1248,6,咱们医院用什么方法治疗血管瘤
12166,5,是不是血管留啊？
8725,2,婴儿，五个月，红色
2104,2,一厘米
2244,2,鲜红比大米粒大一点
7486,4,这样的需要多少钱呢
14321,4,请问 如何治疗 费用大概多少
2072,2,现在像五毛钱硬币那么大，大概两三个月没有继续长大了
1565,2,皮里面
4605,0,女孩一个月零五天
8123,6,那怎么治疗最好啊，那个大夫我问说只有这一种方法
3655,13,明天去
2352,1,8年了
3633,2,平的，浅红色
11924,2,不是特别大
11157,5,肝脏血管瘤是怎么形成的
10899,0,在姥姥家
11382,2,大概小指甲那么大
4035,2,锁骨上
6648,2,出生时候颜色浅
12043,2,面积直径4.5厘米吧
9920,3,可以加微信发个照片给你看看，不确定是不是血管瘤
7218,2,成人，脸上
3433,12,有什么影响呢？
3789,3,微信号1384353****
981,2,表面光滑，男性
13513,3,你加我吧1384443****
5140,2,表面看不出来。
414,2,红色的，现在突出了
11416,17,是不是住院
12914,2,面积不大
2377,2,成人，在舌边
6193,6,腋下淋巴管瘤怎么治疗
154,0,一班大概是多少
12055,2,大人，长在肋骨附近
6577,2,"患者50岁，长在s4,s5,s6段多发血管瘤。"
11242,0,最近发现的
9021,2,红色，高粱米粒大
7004,2,脑组织下面   左右耳中间位置
10541,1,女士，刚开始小 慢慢地长了 大概有四年了
5716,2,还有点硬
10684,0,不知道什么类型的
11152,0,是18天的新生儿
4174,2,肝上有个血管瘤
1255,2,男孩血管瘤在脑袋上
9471,2,感觉像有一层皮是
993,2,以前没长，最近长了，还发硬
1096,0,家族遗传病
10236,7,男孩，跟皮肤一样，3个月时做过微创，有可能是复发了吗
3812,2,血管瘤长在⬇️嘴唇里
828,0,"发送给的留言
      
      此客人的永久身份【此身份可在""历史纪录--分类查找""里来定位此客人】:0a20020aaf1c2f370b6382b95e8a1dff
      
      留言时间:2019-05-30 08:14:48
      联系人:
      联系方式:13504036501
      
      电子邮箱:
      
      
      来源网页:https://ada.baidu.com/site/sycfyy.cn/xyl?imid=563629212f684dec95f02b2ea4097105#http://m.sycfyy.cn/#T2-1627&haoci_rec_word=最好的血管瘤&bd_vid=10282968851935614686&word=腿上长了皮里肉外的血管瘤好治吗
      
      
      客人名称:
      
      
      客人资料:
      
      
      来源说明:搜索词：腿上长了皮里肉外的血管瘤好治吗购买词：最好的血管瘤实时位置：沈阳百度推广账户ID：5721999流量渠道：百度搜索推广开始会话前点击内容：【咨询落地页】电话：13504036501百度其他[智能咨询页]--------------------------------------搜索词：皮里肉外的血管瘤怎样治疗好购买词：血管瘤怎样防治流量渠道：百度其他实时位置：沈阳推广账户ID：5721999是否可唤醒：否进入站点的页面标题：沈阳长峰在线咨询
      
      
      地区:沈阳  113.232.226.223
      
      留言内容:电话: 13504036501"
4534,2,鼻孔位置
14123,5,血管瘤什么时候消退？
473,6,想问一下贵院有REG蓝光压痕技术吗
5255,11,为什么复发了
9349,5,血管瘤多大需要手术
6519,2,在脖子上
13476,1,出生十多天以后起的。 红色的
11576,5,请问，血管瘤会长遍身体的肌肉部吗？
1483,5,长在腋下，不知是否是血管瘤
7625,0,停了就长
3726,2,患处四周有点发青
7427,2,看着感觉突出
7070,1,现在宝宝也没什么症状，满月剃头的时候才发现
13750,4,我想问3个月小孩血管瘤手术得多少钱
3375,1,现在擦药膏说这地方没有别的办法
13671,2,成人，长在食道
14198,2,在嗓子右侧长的
2637,2,洗澡之后会显得特别红
6555,2,大人眼角部
54,2,最近有点难受
5065,6,这种情况要怎么治疗
6915,15,检查对小孩有副作用吗
464,11,不知什么原因
11190,2,两个眼眉之间
7173,2,在鼻子上
7620,2,深青色 不突出
19,6,肝血管瘤不用手术也可以治疗？
8377,2,孩子8岁，红色小包
7520,2,我脑袋长了个皮下血管瘤
8690,2,发黑，面积不大
12582,0,今天下午
10358,2,女宝，红色，偶尔颜色会变深
7151,2,左边内眼角
8228,0,你好我加你微信了，我给你发图片了你看一下
1539,3,怎么加你呢？
478,3,一会儿加你微信吧
8556,4,费用大约是多少，
11184,6,建议沈阳医大二院 看看有啥更好的治疗方法
7293,2,背部的中间位置
3246,2,宝宝的，脖子和胳膊
12348,1,5个月，就这几天
10429,2,原来乳房下面有一个
2926,6,应该怎么治疗呢
8811,2,你好，是成人，在m3血管瘤
3367,1,今下午刚查了一下
3731,2,宝宝两个半月了长在小腿上
12693,0,刚要突出
11348,2,腿部头上
12851,5,右侧顶叶异常密度影考虑血管畸形？
3173,6,沈阳和北京的治疗方法是一样的吗
4873,8,没有确认是什么病。年轻时候也疼过。没有以前那么重了，你的医院在什么地方？
8270,12,有什么后果
3640,6,"我想咨询""血管流能否考电治疗"""
12818,1,后来我又去别的大医院看过。 他们说孩子这种不用整 张后背也不影响啥 一岁之内都有可能涨
5169,6,在眼睛下方，怎么治啊
7095,2,宝宝出生后脑勺有红记！粉色的
954,0,没什么颜色
5072,2,长在肝内
4602,3,那我打电话吧
6567,0,孩子太小  又担心麻药会有后遗症
10002,2,上眼皮上有个小红点
2760,2,在距手腕10cm左右位置
7765,2,后来几天就消失了
11186,3,这是微信号
355,2,脸上，红斑状，不凸出皮肤，已经六个半月的女孩
9510,2,大概长在血管边
9096,6,手术还是激光？
12801,2,53岁女，在下嘴唇里面
13969,0,八年前。
13254,2,有凸起芝麻粒大
7733,0,大门户  新闻源 百度百科 百度知道 百度贴吧    百家号关键词排名 品牌词/核心词/病种词/流量词/地区词 等等都可以做，点击就是官网，保证排名！微信/QQ：473071120
10262,2,宝宝72天，在脸部有个黄豆粒大的
650,2,两个月小宝宝 长肚皮上了
9059,2,胸腰断椎体
5877,2,红色的，女孩出生47天
6847,2,胳膊上有血管瘤
12159,2,我脸上有个血包破了血就一滴接一滴的淌，按住一段时间就止住了，好了还有血包，是血管瘤吗
2416,2,肝的右叶上
13836,0,三角形
10499,3,我加微信吧
11594,3,这个是微信号
707,0,今日出生的
9415,3,能加个微信吗
9635,2,手指头关节上
7544,2,白色里面有少量的黑色
10853,0,申梓涵
12291,9,如果想确诊，需要做什么检查。
13897,2,嗯，有山楂大
3404,2,长在后背，孩子四个多月
8670,6,你们都怎么治疗
13198,1,红色的，就是一个小血泡，去医院检查大夫说是血管瘤
5710,2,下面有硬结孩子九岁
10149,1,当地建议我手术切除
659,2,宝宝手指头上
4539,4,想咨询费用的问题
8634,2,哦宝宝出生到现在没怎么长血管瘤
11143,2,稍微一点
1227,2,在口上嘴皮上
12374,5,没有，我就想问一下大夫，这个血管瘤是先天才有吗，后天能发生吗
7870,18,院长都什么时间在
4670,2,婴儿，在胳膊下面一片，不知道是不是
13888,0,我是丹东的
11018,2,你好，长在耳朵的后面。孩子七周岁。
8524,0,百度熊掌号最新正规引流渠道正规优化手段 可直接跳转商务通 专上热门行业词 排挤竞争对手 每月移动端首页保底4w展现qqvx：582550655电话1593994****北京鑫盛源信  薛昊非常感谢您的传达  辛苦了   谢谢​
2978,2,是凸起的
12817,2,右嘴唇内部
6747,2,摸上去我包块
14196,2,膝盖处
4814,0,今天才发现的，新生儿25天
6696,2,右侧腰上
3374,18,找姓李的大夫就行，是吗？
6481,5,宝宝出生多长时间可以治疗
4586,1,前几年小，一点点就大了
7116,11,出生的时候没有，现在偶尔有是什么原因
10179,4,得花多少钱
3641,2,我家孩子得血管瘤
4885,0,做手术
12082,4,大约费用是多少
218,2,我五十了嘴巴上有个2厘米的血管留想做了
11972,4,大志许要多少钱呀
12470,0,之前没在意，以为烤电就行呢
2864,2,在后背是
1125,2,新生儿血管瘤
3143,2,是小宝宝，长在脚趾头上
7491,16,你好，我一个朋友，都在后背有十多个吧，吃什么药好用啊
5223,2,一开始小后期大了一点像安醇蛋那么大
2146,2,一点高出
12599,2,后脑勺脖子
10819,2,嗯 平的
13149,1,婴儿5个月了出生都有
5904,12,如果不管它会有什么影响么？
10086,2,男宝眼睛
3767,2,男，37岁，在腋下有杏仁核大，小的也有几个。
11022,2,宝宝眼皮里有一个疙瘩闭眼睛就能看见挣着就看不见了
4548,2,大约6mm直径
8319,6,可以微创手术吗，就是激光
13467,3,luoqi328093这是我微信号
10278,18,你是哪里的医生
13382,2,没有颜色啊  高出皮肤
13392,2,婴儿在大腿
3368,0,新生儿三个月
8184,2,红色  一个多月
8399,5,刚满月的宝宝，12天的时候鼻子和左眼之间长了一个红色的印子，现在也没下去，不知道是血管瘤还是际呢？
7221,2,现在有小指甲大小，是红色偏暗一点
5976,2,11个月，在右胯骨那
2843,6,怎么治疗  比较好呢
7368,2,有绿豆粒大小，56
11097,0,帮我分析一下应该怎么做
3137,2,出生10天时候起的
14096,2,宝宝是淋巴管瘤
10869,3,加你吧
4131,17,治疗方法，有无风险，需住院多长时间
3699,2,是血红色
7843,0,你看不见
8197,5,这个是面部毛细血管的事？
8552,2,高于一点点
13558,5,这种不是表皮病吗？
14253,0,没长用那么大
2240,0,过几天去看看
2787,2,快太阳穴位置
773,6,现在很害怕，不知道该怎么办
9405,1,很小，医生建议手术切掉
13367,0,武鑫楠
2984,2,不知道是不是血管瘤还是胎记
12349,1,医大一院的结果是右乳房导管内乳头瘤的可能性大后面还标了个4A类
6727,3,357408190我微信，真的谢谢您了
11802,2,红色四平方厘米
11398,2,肚子左右两边
4382,2,突起的
8219,5,我家孩子这个是血管畸形吗？
8703,2,长在脸部右下角
7564,2,在手腕部位
10965,1,只是确诊是血管瘤，具体什么类型不说
3756,2,两个月的孩子头部和左侧肋骨部位
1394,11,眼睛充血一个月内两次，什么原因
928,2,后期发展的，快满月的时候才有的
6467,2,没有明显凸出
6499,2,长在头上宝宝
9284,5,大人血管瘤是什么正状
6108,2,眼睛上
13356,2,肿，稍红
9368,8,你把医院的地址和名称发给我呗
5869,0,邵一梵
10641,16,怎么服药
14023,0,上次孩子饿一天，不让吃东西，哭的回来养一个月才好，想等大点再治
9766,2,暗处明显太阳底下看不出来
10537,2,您好婴儿还不到两个月在小腿位置
5190,2,孩子手上有血管瘤，最近发现不见了许多
12700,3,微信号加不上啊
11110,2,脖子啊
1112,2,小手指的指甲那么大
6506,2,孩子 下生就有 现在用药七个月了 未见效，胳膊上和肚子上都有
1002,2,只是鼻子
11065,8,你那是什么医院，在哪，医院名能告诉我一下
13381,2,平整的
4364,12,我想问问有什么危害
7588,2,成人，在胳膊上
9159,2,实在脖子上
2431,1,成人才长半个月
1200,0,我是外地的 新农合能报销百分之多少
11547,2,肝血管瘤
9692,2,不规则
2154,2,两个手指盖那么大
9146,2,脸上成人
7818,16,我想问问吃的那个药是什么。我去买一瓶再接着吃看看
13974,0,83天 今天发现的
3813,2,腦部右側
4863,5,血管瘤长什么样啊
1544,2,之前的那个高于皮肤了
13450,2,平的红色的
7249,1,好几年了，不记得了
9158,2,大人手背
12612,2,略鼓起来了，没变长
9707,0,我还不敢确定是血管瘤，还没带宝宝去医院检查呢……但是，
6120,3,我的微信2544291994
209,2,在脸上有个红点
11279,0,单间有吗
3095,9,皮下分析是做什么
10077,2,出现时一条黑
9845,1,看过 做过b超
4726,2,我家宝宝一直没阔散。而且红的部位有所减少
3038,6,像这种情况的怎么办
12669,2,对啊，鼻子头长血管瘤
2426,8,哦哦，你们医院在哪
1845,1,一个月了没好
10947,1,我65岁，有一个月了
4593,2,半个鸡蛋大的肿块，皮肤里面
3545,2,又酒刺
9522,5,婴儿血管瘤一般什么时候治疗
10384,3,嗯 他上班去了 我没有他的照片 一会我加你
14024,2,宝宝嘴里面也多一块肉似的
1548,2,长在肚子上
8114,6,这个需要值皮嘛
6346,1,发现一个多月了，医院检查了
12921,6,像这么小孩子，你们一般采取什么治疗
236,0,好的，我加你
177,5,婴儿血管瘤严重吗
10935,15,会有什么后遗症吗？
13322,0,之前没有
3938,2,胳膊腿都有，脸上也有
103,1,出生10多天发现的
10365,6,你们有啥治疗方法
7166,6,应该怎么治疗？
12269,2,在膝盖位置
5136,2,颧骨附近
195,2,是肉色 上面有几个小红点
3757,2,成人，肝部
8815,6,有什么好办法吗
2224,2,后脑勺部分红色的不平整
13374,2,是一个小肉疙瘩
2735,2,女宝，突出一点
5918,2,嘴角两侧
4730,2,最近2年前胸多长了几个
7014,2,成人 小手指盖那么大
12979,3,加微信可以吗医生
8515,0,你这里传不了照片 我没有微信
13475,0,因为是小孩。
5009,2,只是感觉耳朵周围有一个包有时会凸起
454,2,感觉好像长大一点
8667,1,男孩，出生就有，随意年龄长了
8730,1,我今天去医大了，泌尿科说去皮肤科检查一下，但是专家怀疑是血管瘤，我明天等皮肤科专家最后决定然后我再去你那看看
12092,2,太阳穴附近
1253,2,血管瘤应该嘴唇一直肿吧
5091,6,那应该怎么办呢
10605,2,有绿豆大   这几天总是出血
5734,2,杏大点
1634,2,在背部的
5947,12,对身体有害吗？
2805,5,食指左边起一个小红点常年都有，那是啥
3083,2,左下腹
2277,2,我也说不好是多大，是鼓起来的，是女宝宝
8010,2,新生儿刚满月，红色
7521,17,没有啊，需要住院吗？大约几天，多少费用
7744,2,二叶中间
8015,5,我家宝宝15个月眼角的血管很明显，哭的时候会骨起来，是血管瘤吗
945,2,手腕处
13024,2,红色，宝宝42天
2556,2,刚发现，以前检查知道是足根骨刺，所以没注意。
1378,2,平的，青色略带红点点
5145,6,需做手术么？
12674,2,我家孩子胸口有个红点
12875,0,联系观察
3700,4,大概多少费用啊
10130,1,检查两个多月了
9131,15,血管瘤长期吃心得安对孩子的心脏有无损害呀
3399,6,微创了？不能激光吗？
11787,2,红色高良米`粒大
5993,6,你们那里有什么好的办法吗
9601,2,红色，棉签头那么大
5932,3,我加你
3378,6,怎么办呢
11691,0,二个月多一点
6184,2,红色  有小斑点
2789,1,50岁5.6年了
3257,2,手臂下面
6152,0,顾诺依
6067,13,清明节休息吗
538,2,患者61，在脑部有血管瘤
584,0,病理出来了
5810,2,宝宝，手上
285,0,嗯，有一点
10162,11,怎么引起的。
5991,0,徐晓红
6976,2,眼睛下面还有一小片平的，没有凸起
12111,2,紫色的，挺大的
158,6,是激光治疗吗
11006,2,左侧脸部
12401,0,是胎记还是什么
12830,1,54.好几年了，开始手指肚里有个红的
1722,0,我辽中牛心坨
3710,0,我微信跟你说话了，您看到了吗
11383,2,出生就有现在长大了用用药敷外面的红色掉了，但是里面还是青色的长大了
5335,0,大石桥的
6413,1,我去过一次说是血管瘤，不然以前都以为是胎记呢
11069,2,长肝右侧内
6118,5,如果是的话最佳的治疗时间是什么时候
11624,2,一个在耳朵上
5399,2,肚脐下面
9390,3,怎么卖加你微信号
7224,6,"我想咨询""孩子缺铁怎么办"""
592,2,骨髓腔内血管瘤
1110,2,就是起了一个血泡里面有点硬血泡的周围都红了
11386,6,想问下这种要切除还是保守治疗
6600,2,26女  黑色
12148,2,宝宝眼角上
8405,2,外面看不出来，手指第二节内侧鼓个包
10772,2,两厘米大小吧
6175,4,3岁男孩1岁半时检查患颅内海绵状血管瘤3mm，现在需要复查了，想问一下孩子会有危险吗？手术费用是多少
10650,2,成人手上
9056,2,大人小指甲大，鲜红色
8696,2,对啊，都突出一块了
7840,3,我姓周1533085****
7949,2,女性 正常皮肤
8661,2,6个月  在右腮帮子里  外面是看不见的
12527,5,"我想咨询""樱桃状血管瘤会长大吗"""
9467,15,孩子这么小治疗不会有什么影响吧
10724,0,我转诊开了盛京医院，没开你们，那可以吗？
12396,0,他现在情绪不好
387,1,医生建议去医大在检查下
4095,0,新出生半个月了，女孩
3145,1,是鞍山的，皮肤科医生说是血管瘤做冷冻，头一次没掉，做第二次还是没掉。
5342,1,没看过好几年了
1862,5,九岁女孩先天性脑血管畸形
13617,2,没有突起，一按红就没
4569,2,眉毛上班 成人血管瘤
5195,2,小时候眉毛斜上方就有，目前在好像在长，长到了眼皮上
2056,2,颈部雨边都长
1209,3,你的微信号发过来好吗
13126,7,什么是微创介入？
11791,2,脚骨节处
11672,2,有一两厘米的样子
12558,0,34  没高过皮肤
9219,2,有高出，黑色
13393,3,你加一下我吧，1384227****
1004,0,王诗瑜
4092,0,11天，女孩
9012,0,没有检查，就是体检时医生说的
14124,0,40，两月前
